Experiment results
2023-06-23 17:39:57
test_macc0.112
test_miou0.027
test_oacc0.092
Background,Bedrock,Bedrockwith grass,Large blocks,Large blocks with grass,Scree,Scree with grass,Water,Forest,Glacier
0.131,0.027,0.0,0.0,nan,0.195,0.53,0.017,0.088,0.023
Experiment results
2023-06-23 17:41:21
test_macc0.116
test_miou0.036
test_oacc0.15
Background,Bedrock,Bedrockwith grass,Large blocks,Large blocks with grass,Scree,Scree with grass,Water,Forest,Glacier
0.02,0.37,0.023,0.125,nan,0.083,0.272,0.003,0.142,0.0
Experiment results
2023-06-23 17:41:59
test_macc0.106
test_miou0.014
test_oacc0.043
Background,Bedrock,Bedrockwith grass,Large blocks,Large blocks with grass,Scree,Scree with grass,Water,Forest,Glacier
0.344,0.005,0.013,0.006,nan,0.002,0.018,0.43,0.01,0.124
Experiment results
2023-06-23 17:42:38
test_macc0.094
test_miou0.041
test_oacc0.175
Background,Bedrock,Bedrockwith grass,Large blocks,Large blocks with grass,Scree,Scree with grass,Water,Forest,Glacier
0.02,0.149,0.089,0.003,nan,0.455,0.042,0.067,0.009,0.008
Experiment results
2023-06-23 17:43:17
test_macc0.091
test_miou0.021
test_oacc0.057
Background,Bedrock,Bedrockwith grass,Large blocks,Large blocks with grass,Scree,Scree with grass,Water,Forest,Glacier
0.354,0.001,0.046,0.006,nan,0.108,0.134,0.0,0.171,0.003
Experiment results
2023-06-23 17:43:57
test_macc0.091
test_miou0.021
test_oacc0.057
Background,Bedrock,Bedrockwith grass,Large blocks,Large blocks with grass,Scree,Scree with grass,Water,Forest,Glacier
0.353,0.001,0.046,0.006,nan,0.108,0.135,0.0,0.171,0.003
