0,0.0,1409844.0,461900.0,319811.0,7221.0,376083.0,3187008.0,121317.0,2282124.0,7153.0
1,0.0,377286725.0,14771390.0,26847280.0,32421.0,37821306.0,27463886.0,2612551.0,10100113.0,32265930.0
2,0.0,2200125.0,5049409.0,268049.0,62411.0,529298.0,3312189.0,16358.0,673177.0,25392.0
3,0.0,77241.0,24218.0,4404402.0,11484.0,131675.0,83482.0,1034.0,20515.0,23956.0
4,0.0,5953.0,18743.0,135159.0,128117.0,6607.0,196207.0,0.0,19877.0,6.0
5,0.0,51343397.0,2775664.0,76171517.0,332324.0,285010810.0,87338980.0,7427715.0,3102291.0,24800665.0
6,0.0,843616.0,698720.0,958439.0,249631.0,1028198.0,21108360.0,64822.0,1113673.0,350289.0
7,0.0,123512.0,36629.0,42694.0,0.0,288977.0,113546.0,14806096.0,28986.0,54489.0
8,0.0,3709448.0,4323180.0,4451123.0,220792.0,292872.0,3439582.0,449861.0,216701224.0,46.0
9,0.0,18537777.0,4002.0,5524034.0,99.0,20645034.0,1813183.0,872042.0,163.0,420282351.0
