0,0.0,1958289.0,386880.0,14649.0,0.0,1665720.0,1656584.0,57765.0,2427132.0,5442.0
1,0.0,434298194.0,7064434.0,397278.0,0.0,52934089.0,5040664.0,262325.0,9511543.0,19693075.0
2,0.0,3980543.0,5079449.0,9417.0,0.0,1298995.0,1008700.0,2055.0,742375.0,14874.0
3,0.0,256627.0,14619.0,2615625.0,0.0,1688487.0,72473.0,871.0,78586.0,50719.0
4,0.0,31426.0,8830.0,21268.0,18606.0,72245.0,258638.0,0.0,99118.0,538.0
5,0.0,53019091.0,1715519.0,4985671.0,14618.0,433491947.0,22862918.0,1472517.0,2528729.0,18212353.0
6,0.0,1628513.0,544506.0,58413.0,249.0,6303141.0,16250263.0,19637.0,1262694.0,348332.0
7,0.0,173428.0,19921.0,1323.0,0.0,569490.0,43235.0,14616639.0,20962.0,49931.0
8,0.0,4569481.0,698928.0,148479.0,0.0,1565244.0,2929729.0,59773.0,223616376.0,118.0
9,0.0,18930993.0,22691.0,170073.0,0.0,25582411.0,434366.0,131131.0,0.0,422407020.0
