0,10519.0,205.0,3487.0,2341.0,0.0,103.0,994.0,9956.0,884.0,13210.0
1,1032076.0,14660.0,132346.0,23685.0,663.0,9737.0,29763.0,873608.0,140702.0,513209.0
2,1246.0,14.0,827.0,45.0,0.0,0.0,813.0,2022.0,927.0,1035.0
3,1215.0,4.0,4496.0,872.0,0.0,922.0,28.0,19123.0,2955.0,7339.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,978772.0,8205.0,193619.0,87649.0,1009.0,13193.0,59925.0,895102.0,169390.0,416825.0
6,96223.0,1795.0,7432.0,1555.0,27.0,59.0,2813.0,77401.0,5247.0,20506.0
7,34474.0,0.0,826.0,671.0,0.0,156.0,0.0,38908.0,2328.0,7800.0
8,232348.0,4846.0,77743.0,24066.0,23.0,2774.0,14169.0,430568.0,7144.0,444106.0
9,908368.0,2919.0,81887.0,16457.0,455.0,6448.0,29312.0,890498.0,219424.0,628504.0
